student_id,gender,age,admission_type,program,specialization,socioeconomic_index,first_gen_learner,baseline_digital_literacy,enrollment_year
147,Female,22,Management,B.Tech,DS,3,False,0.5323694141809363,2019
148,Male,21,Management,B.Tech,CSE,3,True,0.6112656382677354,2022
149,Male,22,Merit,B.Tech,AI,4,False,0.4046086484028958,2020
150,Male,18,Management,B.Tech,CSE,2,True,0.7854594089348262,2021
151,Female,24,Management,B.Tech,DS,4,True,0.7884639077688377,2020
152,Male,25,Merit,B.Tech,IT,4,True,0.2445300647012443,2022
153,Male,26,Merit,B.Tech,IT,2,False,0.385316416567983,2022
154,Male,20,Merit,MCA,AI,5,False,0.6417582641999934,2019
155,Other,26,Merit,B.Tech,DS,1,True,0.11790480653262354,2022
156,Male,22,Merit,B.Tech,DS,4,False,0.44833964553968,2021
157,Female,23,Management,B.Tech,DS,4,False,0.15098413984778244,2021
158,Female,18,Management,B.Tech,AI,5,False,0.375672596985961,2020
159,Male,26,Management,B.Tech,AI,2,False,0.8074207894996164,2021
160,Female,26,Merit,B.Tech,CSE,3,False,0.9607418478369184,2022
161,Male,23,Merit,B.Tech,AI,5,False,0.8179572693205079,2022
162,Female,25,Management,B.Tech,IT,3,False,0.5193376927601153,2021
163,Female,21,Merit,MCA,DS,1,False,0.19893665533754787,2022
164,Male,22,Merit,B.Tech,CSE,4,True,0.8609547693874792,2019
165,Male,22,Management,M.Tech,AI,1,False,0.5934818719821339,2019
166,Female,24,Merit,MCA,CSE,3,True,0.1106006834931112,2019
167,Male,24,Merit,B.Tech,DS,3,False,0.7612719912087004,2021
168,Male,24,Merit,B.Tech,AI,3,True,0.22249776469319915,2020
169,Male,22,Management,B.Tech,DS,4,False,0.4547898230383911,2020
170,Female,21,Merit,B.Tech,DS,2,False,0.541613693816486,2022
171,Female,25,Merit,B.Tech,IT,2,False,0.9170073081164982,2020
172,Male,18,Transfer,B.Tech,CSE,4,False,0.4279568353152916,2022
173,Male,18,Merit,B.Tech,IT,2,False,0.4850760138684971,2021
174,Male,23,Merit,M.Tech,IT,2,False,0.8145104581197823,2019
175,Female,19,Merit,B.Tech,CSE,4,False,0.4557663709448665,2021
176,Male,20,Merit,M.Tech,CSE,2,False,0.6749639712181292,2019
177,Female,21,Merit,B.Tech,CSE,2,False,0.8622245319067934,2019
178,Male,19,Management,B.Tech,CSE,5,False,0.8537618933581629,2021
179,Female,24,Merit,B.Tech,IT,1,False,0.9870678517323286,2022
180,Male,18,Management,M.Tech,AI,1,True,0.7610879781516213,2022
181,Male,20,Merit,M.Tech,CSE,1,False,0.31945464613480523,2021
182,Male,19,Merit,B.Tech,AI,5,True,0.45823696665221536,2020
183,Female,26,Merit,B.Tech,AI,1,True,0.3587506927490951,2021
184,Female,25,Merit,B.Tech,DS,3,False,0.3995581541072023,2021
185,Male,20,Merit,B.Tech,AI,1,False,0.3076437983867951,2021
186,Female,22,Merit,B.Tech,DS,4,True,0.8001987701328154,2022
187,Female,20,Merit,B.Tech,IT,1,False,0.7477538256126895,2019
188,Female,23,Management,B.Tech,DS,3,False,0.7897778340751528,2022
189,Male,22,Merit,M.Tech,CSE,1,True,1.0,2019
190,Male,19,Merit,M.Tech,CSE,2,False,0.5318272337956806,2019
191,Male,25,Management,B.Tech,CSE,3,False,0.6439210531294383,2020
192,Female,23,Merit,MCA,AI,4,True,0.6241685995095976,2021
193,Female,20,Management,B.Tech,CSE,2,False,0.6206962658056111,2022
194,Female,18,Management,B.Tech,DS,2,True,0.7116220042704771,2021
195,Male,22,Transfer,MCA,CSE,5,False,0.8031367494745372,2021
196,Male,19,Merit,B.Tech,CSE,2,False,0.5692138024859956,2021
197,Female,19,Management,M.Tech,DS,1,True,0.8910060723278179,2019
198,Female,26,Management,B.Tech,AI,2,False,0.5585435990242553,2019
199,Female,24,Management,M.Tech,AI,2,False,0.6618068773812922,2019
200,Female,23,Management,M.Tech,AI,5,False,0.3095873212339758,2019
201,Female,18,Merit,B.Tech,DS,1,False,0.6093337835382777,2019
202,Male,19,Management,M.Tech,IT,1,False,0.6550183323846164,2021
203,Male,24,Merit,MCA,DS,2,True,0.6217693168324397,2020
204,Female,20,Merit,B.Tech,AI,4,False,0.29981281629042156,2021
205,Female,19,Merit,B.Tech,IT,4,True,1.0,2019
206,Male,23,Merit,M.Tech,IT,1,True,0.5220792546636824,2021
207,Male,25,Merit,B.Tech,CSE,4,False,0.4915635513634493,2019
208,Female,25,Transfer,MCA,DS,1,False,0.8572990696618484,2019
209,Male,19,Management,B.Tech,AI,1,True,0.5786153628522184,2020
210,Male,23,Management,B.Tech,AI,3,False,0.447674513671492,2022
211,Male,22,Management,M.Tech,AI,1,False,0.30721536132635496,2020
212,Female,24,Merit,B.Tech,IT,3,True,0.8760791851899286,2020
213,Female,21,Merit,B.Tech,AI,2,False,0.7740293053872863,2021
214,Male,19,Merit,B.Tech,IT,5,False,0.6659414178177802,2019
215,Female,20,Merit,M.Tech,CSE,1,False,0.16119090564015556,2019
216,Male,26,Management,B.Tech,IT,2,False,0.5473452179130253,2019
217,Male,25,Management,B.Tech,CSE,1,True,0.6793111580149934,2019
218,Female,26,Merit,B.Tech,DS,1,True,0.7685975441646901,2020
219,Female,22,Merit,B.Tech,DS,5,False,0.1882361346412934,2019
220,Female,22,Merit,B.Tech,IT,3,False,0.5161166503070311,2022
221,Female,24,Merit,B.Tech,AI,1,False,0.6424678660188448,2020
222,Female,24,Merit,B.Tech,CSE,1,False,0.7835883094507936,2021
223,Male,18,Merit,B.Tech,DS,3,False,1.0,2020
224,Male,22,Merit,B.Tech,CSE,4,False,0.9443255630383459,2021
225,Male,25,Management,B.Tech,IT,5,False,1.0,2020
226,Male,24,Merit,B.Tech,DS,5,True,0.3916526651187989,2020
227,Other,19,Management,B.Tech,IT,1,False,0.6087553352826655,2020
228,Male,25,Management,M.Tech,IT,5,True,0.7023525525346406,2020
229,Female,19,Merit,B.Tech,AI,4,False,0.47354586129768494,2021
230,Female,18,Management,B.Tech,AI,1,False,0.143109969312413,2022
231,Female,20,Merit,B.Tech,DS,3,False,0.39178417869507265,2019
232,Male,20,Merit,B.Tech,IT,3,False,0.3291163882301233,2021
233,Female,23,Merit,B.Tech,CSE,1,False,0.699933165474428,2021
234,Male,20,Management,B.Tech,CSE,3,False,0.27301010733880116,2021
235,Male,24,Merit,B.Tech,IT,3,False,0.8310221085121695,2019
236,Female,25,Merit,B.Tech,IT,1,False,0.7637857452206274,2020
237,Male,20,Merit,B.Tech,AI,2,True,0.8646085592503243,2021
238,Male,26,Merit,B.Tech,AI,5,True,0.4882786161178124,2020
239,Female,18,Management,M.Tech,CSE,5,False,0.5217465794259439,2022
240,Male,20,Management,B.Tech,CSE,2,True,0.6741509219118215,2021
241,Female,20,Merit,M.Tech,IT,3,True,0.7372174092700934,2020
242,Female,24,Merit,B.Tech,AI,5,False,0.4018851113498755,2019
243,Female,22,Management,B.Tech,DS,4,False,1.0,2022
244,Male,21,Management,B.Tech,DS,2,True,0.4379440259048888,2022
245,Male,19,Management,B.Tech,CSE,3,False,0.5081742750597766,2022
246,Female,24,Merit,B.Tech,CSE,4,False,0.49068978072889724,2021
247,Male,20,Merit,B.Tech,DS,2,False,0.4536427542852093,2019
248,Female,24,Management,B.Tech,AI,3,False,0.8851471856722417,2020
249,Female,24,Merit,B.Tech,AI,1,False,0.7460150037878582,2020
250,Female,19,Management,M.Tech,AI,3,False,0.8928941596263454,2021
251,Male,24,Management,B.Tech,IT,4,True,0.5934217029375679,2019
252,Male,23,Merit,B.Tech,IT,5,True,0.5202108357066975,2020
253,Female,21,Management,B.Tech,DS,2,True,0.8375683757810936,2019
254,Male,22,Merit,M.Tech,AI,1,True,0.38664020067792393,2022
255,Male,25,Management,B.Tech,DS,2,False,0.42855831020813906,2020
256,Female,22,Transfer,B.Tech,IT,3,True,0.5372180660749004,2020
257,Female,20,Transfer,MCA,IT,1,True,0.37869428392061144,2020
258,Female,19,Management,B.Tech,DS,5,True,0.7365936172803486,2021
259,Female,23,Merit,B.Tech,IT,2,False,0.45792876484020295,2020
260,Male,23,Management,B.Tech,IT,2,False,0.6587590945980136,2019
261,Female,24,Management,B.Tech,CSE,4,False,0.8508113609048957,2020
262,Other,25,Merit,B.Tech,DS,3,False,0.7031021877439582,2021
263,Male,21,Merit,B.Tech,DS,4,True,0.2796560032557027,2021
264,Male,25,Merit,B.Tech,CSE,1,False,0.802910007808621,2020
265,Female,18,Merit,M.Tech,IT,2,False,0.4158348801538455,2022
266,Female,23,Management,M.Tech,IT,1,False,0.3765410471184756,2021
267,Female,23,Merit,B.Tech,CSE,5,True,0.49843480785100025,2019
268,Female,20,Merit,M.Tech,DS,5,False,0.5932449953210295,2022
269,Male,26,Merit,B.Tech,IT,4,False,0.7924035030830442,2020
270,Male,22,Management,B.Tech,CSE,4,False,0.7153052489619182,2019
271,Female,18,Management,B.Tech,AI,4,True,0.872925215815453,2022
272,Female,24,Merit,M.Tech,AI,2,True,0.26392460612014285,2019
273,Female,20,Management,B.Tech,DS,5,True,0.8376907125348423,2021
274,Female,21,Merit,B.Tech,CSE,5,False,0.7759611543050493,2021
275,Male,23,Merit,B.Tech,CSE,4,True,0.8172203412918732,2022
276,Male,25,Management,B.Tech,AI,5,False,0.8785890320960427,2019
277,Female,21,Merit,M.Tech,DS,2,False,0.4701158880843408,2020
278,Female,26,Merit,B.Tech,DS,3,False,0.9380668357631345,2021
279,Female,25,Merit,B.Tech,IT,2,False,0.9364427654775463,2022
280,Female,23,Merit,B.Tech,DS,1,False,0.566608714714706,2022
281,Female,24,Merit,B.Tech,AI,1,False,0.1761809778037326,2021
282,Male,25,Merit,B.Tech,CSE,4,False,0.2453099698517075,2020
283,Male,19,Management,B.Tech,DS,1,False,0.13765251806276518,2020
284,Male,22,Merit,B.Tech,CSE,4,False,0.8468285841275507,2022
285,Female,24,Merit,B.Tech,AI,3,True,0.7542627123438848,2021
286,Male,25,Merit,B.Tech,IT,2,False,0.1468781840597642,2019
287,Male,22,Management,B.Tech,IT,5,False,0.9137299425941339,2021
288,Male,20,Management,B.Tech,DS,1,False,0.37359146331626014,2022
289,Male,23,Transfer,B.Tech,CSE,3,False,0.8888155065648683,2019
290,Female,22,Merit,B.Tech,CSE,2,False,0.714585094106355,2021
291,Male,25,Management,MCA,AI,3,False,0.8366661890136935,2021
292,Male,26,Merit,B.Tech,IT,2,True,0.5129668826561746,2019
293,Female,26,Management,B.Tech,AI,1,False,0.5212936368262002,2021
294,Male,23,Merit,B.Tech,DS,4,True,0.5812398991890533,2019
295,Male,21,Management,B.Tech,AI,2,False,0.7465658696719417,2019
296,Male,21,Merit,M.Tech,CSE,2,False,0.4951507957386453,2020
297,Female,26,Merit,B.Tech,DS,3,True,0.3359047613361665,2020
298,Male,21,Management,M.Tech,DS,1,False,0.6745087694110218,2019
299,Female,25,Management,B.Tech,IT,3,True,0.2036713789080107,2022
300,Male,26,Merit,M.Tech,AI,4,False,0.8863100002515796,2020
301,Male,22,Management,M.Tech,AI,5,False,0.6577587203042686,2022
302,Male,23,Merit,MCA,DS,3,True,0.11987219369221098,2020
303,Male,20,Management,B.Tech,DS,5,False,0.2609771464994543,2022
304,Female,22,Transfer,M.Tech,AI,3,False,0.5412160835441947,2019
305,Female,22,Merit,B.Tech,AI,2,False,0.5439950396813147,2021
306,Other,19,Merit,B.Tech,IT,4,False,0.450163721000724,2019
307,Male,23,Merit,B.Tech,CSE,5,False,0.2419678900195446,2022
308,Male,26,Merit,B.Tech,DS,5,False,0.5891338277544379,2019
309,Female,24,Management,B.Tech,CSE,3,True,0.44650217661296976,2019
310,Male,25,Management,MCA,DS,4,True,0.28745722065705237,2019
311,Male,19,Transfer,M.Tech,AI,3,False,0.6010711124118684,2021
312,Male,26,Merit,B.Tech,AI,5,False,0.7258046668761734,2022
313,Male,20,Merit,B.Tech,AI,4,True,0.616602884974551,2019
314,Female,22,Merit,B.Tech,CSE,3,True,0.3896077848568772,2022
315,Female,24,Management,B.Tech,CSE,2,True,0.41428086520529506,2020
316,Female,21,Merit,B.Tech,CSE,4,True,1.0,2021
317,Male,24,Transfer,M.Tech,CSE,2,False,0.9372897401147318,2019
318,Male,25,Merit,MCA,AI,4,True,1.0,2021
319,Male,21,Management,B.Tech,CSE,5,True,0.8064328476872415,2019
320,Male,22,Merit,MCA,CSE,4,False,0.5735877000362851,2019
321,Male,20,Management,B.Tech,AI,2,True,0.2360025963094604,2020
322,Female,22,Merit,B.Tech,IT,3,False,0.5396304830148303,2022
323,Female,25,Management,B.Tech,CSE,5,False,0.717930584013439,2021
324,Male,20,Management,B.Tech,DS,2,True,0.3352069173984942,2019
325,Female,22,Merit,B.Tech,AI,1,False,0.654311382394829,2020
326,Female,18,Merit,B.Tech,IT,4,True,0.5540405151245449,2021
327,Female,19,Management,B.Tech,CSE,1,False,0.45171929022007307,2022
328,Female,20,Merit,B.Tech,CSE,2,True,0.7814730679231102,2019
329,Male,18,Management,MCA,CSE,1,False,0.6097238534199629,2021
330,Male,26,Management,M.Tech,AI,2,False,0.2577298296733731,2020
331,Male,26,Merit,B.Tech,CSE,5,True,0.654160002896273,2022
332,Female,22,Merit,B.Tech,IT,3,False,0.7284945391948078,2021
333,Male,21,Management,B.Tech,IT,3,True,0.6943405132153454,2022
334,Male,22,Management,B.Tech,IT,4,False,0.5906647031418846,2020
335,Male,21,Management,M.Tech,CSE,5,True,0.5038878311719474,2020
336,Male,22,Merit,B.Tech,CSE,1,False,0.832200564594079,2021
337,Female,24,Management,B.Tech,AI,5,False,0.3779691070665583,2022
338,Female,25,Merit,B.Tech,AI,1,True,0.21322282962591455,2021
339,Male,19,Management,B.Tech,DS,5,True,0.8759057593981179,2019
340,Male,21,Merit,B.Tech,IT,3,False,0.7843094423873997,2022
341,Male,25,Merit,B.Tech,CSE,4,True,0.6898872532867399,2020
342,Male,24,Merit,B.Tech,DS,3,True,0.8862663897174992,2019
343,Male,26,Merit,MCA,AI,3,False,0.9456650363864737,2019
344,Male,22,Transfer,M.Tech,DS,5,True,0.3743913644400295,2021
345,Male,23,Merit,B.Tech,AI,1,False,0.32045716719993345,2019
346,Female,25,Merit,B.Tech,DS,5,False,0.7306874114405408,2021
347,Female,22,Merit,B.Tech,AI,1,True,0.5954478765205492,2019
348,Male,26,Merit,M.Tech,DS,2,True,0.5787820916199905,2021
349,Male,21,Merit,B.Tech,CSE,4,False,0.7117575245146268,2020
350,Female,25,Merit,B.Tech,IT,1,False,0.7206929522787897,2021
351,Male,20,Merit,M.Tech,IT,2,False,0.9211864457287011,2019
352,Female,22,Merit,B.Tech,IT,4,False,0.7709902570050214,2020
353,Female,25,Merit,B.Tech,DS,1,True,0.2761883281891835,2022
354,Male,24,Merit,B.Tech,CSE,3,False,0.7531624776457322,2021
355,Male,18,Management,B.Tech,CSE,4,False,0.7755430279291637,2021
356,Female,21,Management,B.Tech,IT,4,True,0.8201034222141196,2021
357,Male,19,Management,B.Tech,IT,5,False,0.609348976648812,2020
358,Female,19,Transfer,B.Tech,IT,4,True,0.8051385092883072,2021
359,Female,24,Management,B.Tech,IT,5,False,0.6244851260457568,2021
360,Female,20,Merit,M.Tech,DS,2,False,0.7878517791022431,2021
361,Male,20,Merit,B.Tech,AI,4,False,0.7537137717771886,2021
362,Female,23,Management,B.Tech,IT,1,False,0.3495191875757779,2021
363,Male,23,Management,B.Tech,CSE,4,False,0.8488635322744816,2019
364,Male,18,Merit,B.Tech,DS,4,True,0.5280014841408976,2019
365,Female,18,Merit,B.Tech,DS,1,False,0.21668428323321492,2020
366,Male,23,Transfer,B.Tech,IT,4,False,0.591172625996941,2019
367,Female,24,Management,M.Tech,CSE,5,True,0.2752678708783851,2022
368,Female,26,Merit,B.Tech,AI,1,False,0.3514488284595363,2021
369,Male,21,Transfer,B.Tech,CSE,3,False,0.5716040072590749,2021
370,Male,23,Transfer,B.Tech,IT,4,False,0.21089085673874325,2022
371,Male,20,Merit,B.Tech,IT,4,False,0.503568661247287,2020
372,Male,21,Management,B.Tech,DS,5,False,0.6911205718979322,2021
373,Male,26,Management,MCA,DS,1,False,0.7013866691456994,2021
374,Female,18,Merit,B.Tech,CSE,4,False,0.8457073934370798,2022
375,Male,22,Management,B.Tech,AI,5,False,0.6680502227283611,2019
376,Male,24,Merit,B.Tech,CSE,3,False,0.9548879655171023,2019
377,Female,20,Management,M.Tech,CSE,3,False,0.25568981618823217,2019
378,Male,19,Management,M.Tech,CSE,5,False,0.41353064069398104,2022
379,Female,19,Merit,B.Tech,AI,1,False,0.792539934228053,2021
380,Male,18,Merit,B.Tech,CSE,4,True,0.9069692745606566,2022
381,Male,22,Management,M.Tech,IT,5,False,0.4199448748134321,2019
382,Female,20,Transfer,M.Tech,IT,5,False,0.42112743780115347,2021
383,Female,24,Merit,B.Tech,CSE,5,False,0.2439546230044351,2021
384,Female,18,Management,B.Tech,DS,2,False,0.5882097165464926,2020
385,Female,26,Merit,B.Tech,DS,3,True,0.873523916015564,2019
386,Female,19,Merit,B.Tech,AI,2,False,0.6881062284947064,2020
387,Male,25,Management,MCA,IT,5,True,0.28809183622198764,2020
388,Male,21,Management,MCA,AI,3,False,0.3489335506756296,2021
389,Female,23,Management,M.Tech,DS,4,False,0.4804533460790531,2019
390,Female,26,Merit,B.Tech,CSE,4,False,0.6483510817497625,2022
391,Other,24,Merit,B.Tech,AI,2,True,0.416616338404296,2022
