student_id,course_id,final_grade,learning_gain_index,dropout_risk,course_satisfaction
6092,1,F,0.297,True,1
7448,153,F,0.254,True,1
3522,119,F,0.156,True,1
15688,113,F,0.292,True,1
8245,83,F,0.22,True,1
9762,111,F,0.273,True,1
3690,173,F,0.329,True,1
15946,146,F,0.254,True,1
2775,75,F,0.326,True,1
633,31,F,0.343,True,1
19570,150,F,0.242,True,1
1369,89,F,0.29,True,1
17581,125,F,0.265,True,1
1586,37,F,0.274,True,1
19627,148,F,0.198,True,1
19812,124,F,0.268,True,1
10902,157,F,0.246,True,1
5442,74,F,0.348,True,1
1926,173,F,0.347,True,1
4465,41,F,0.263,True,1
17615,136,F,0.201,True,1
19447,16,F,0.261,True,1
2918,54,F,0.281,True,1
694,17,F,0.266,True,1
9969,174,F,0.29,True,1
9851,11,F,0.212,True,1
10556,98,F,0.294,True,1
16242,18,F,0.238,True,1
1601,157,F,0.269,True,1
3073,29,F,0.27,True,1
11675,64,F,0.277,True,1
16343,4,F,0.176,True,1
11695,132,F,0.287,True,1
19644,83,F,0.396,True,1
10952,176,F,0.407,True,1
15483,3,F,0.217,True,1
440,126,F,0.281,True,1
3781,99,F,0.208,True,1
9098,148,F,0.241,True,1
17370,149,F,0.282,True,1
8914,42,F,0.264,True,1
16985,146,F,0.276,True,1
16166,171,F,0.3,True,1
6462,100,F,0.372,True,1
12287,28,F,0.319,True,1
9547,148,F,0.297,True,1
2714,169,F,0.447,True,1
712,130,F,0.288,True,1
9156,70,F,0.306,True,1
2311,149,F,0.285,True,1
4501,130,F,0.2,True,1
3170,153,F,0.292,True,1
4794,92,F,0.299,True,1
8566,6,F,0.33,True,1
16685,78,F,0.244,True,1
16028,41,F,0.236,True,1
12687,175,F,0.308,True,1
13713,36,F,0.254,True,1
7355,51,F,0.325,True,1
15077,93,F,0.334,True,1
9639,119,F,0.265,True,1
16149,98,F,0.295,True,1
18923,34,F,0.239,True,1
15133,41,F,0.206,True,1
18246,35,F,0.265,True,1
5117,180,F,0.258,True,1
6054,79,F,0.241,True,1
4731,148,F,0.278,True,1
15072,149,F,0.313,True,1
10422,117,F,0.327,True,1
18512,22,F,0.251,True,1
12294,97,F,0.226,True,1
16629,82,F,0.264,True,1
7500,11,F,0.317,True,1
4664,39,F,0.335,True,1
9504,83,F,0.329,True,1
1143,101,F,0.316,True,1
12883,9,F,0.241,True,1
16883,150,F,0.297,True,1
4751,137,F,0.287,True,1
1566,147,F,0.252,True,1
17287,50,F,0.319,True,1
18332,36,F,0.177,True,1
15674,170,F,0.237,True,1
9484,14,F,0.328,True,1
13130,32,F,0.223,True,1
280,170,F,0.168,True,1
904,26,F,0.375,True,1
15953,52,F,0.206,True,1
13638,102,F,0.373,True,1
15011,132,F,0.291,True,1
8429,3,F,0.312,True,1
18185,72,F,0.215,True,1
12514,130,F,0.232,True,1
13984,126,F,0.24,True,1
9992,110,F,0.152,True,1
3404,82,F,0.191,True,1
14376,23,F,0.319,True,1
15265,61,F,0.18,True,1
5451,44,F,0.29,True,1
4691,67,F,0.378,True,1
8278,28,F,0.25,True,1
7992,72,F,0.24,True,1
8717,139,F,0.226,True,1
3411,168,F,0.259,True,1
16920,180,F,0.364,True,1
16532,125,F,0.275,True,1
6444,158,F,0.284,True,1
17351,31,F,0.367,True,1
10574,142,F,0.311,True,1
1975,104,F,0.324,True,1
3935,147,F,0.269,True,1
4180,8,F,0.347,True,1
4747,146,F,0.241,True,1
160,81,F,0.252,True,1
4944,174,F,0.28,True,1
234,110,F,0.18,True,1
2512,120,F,0.309,True,1
443,69,F,0.249,True,1
2051,117,F,0.31,True,1
6580,141,F,0.344,True,1
14789,85,F,0.197,True,1
7117,168,F,0.299,True,1
4036,45,F,0.346,True,1
10228,122,F,0.323,True,1
159,111,F,0.212,True,1
19373,18,F,0.282,True,1
4629,144,F,0.243,True,1
11546,54,F,0.253,True,1
16022,129,F,0.209,True,1
5186,101,F,0.27,True,1
15528,143,F,0.286,True,1
1398,139,F,0.253,True,1
11588,88,F,0.279,True,1
12143,92,F,0.345,True,1
19926,9,F,0.237,True,1
13592,105,F,0.246,True,1
16754,87,F,0.327,True,1
6622,71,F,0.166,True,1
6080,112,F,0.232,True,1
18686,2,F,0.238,True,1
17780,133,F,0.238,True,1
13066,71,F,0.279,True,1
18364,123,F,0.298,True,1
16584,119,F,0.228,True,1
2082,39,F,0.372,True,1
1133,142,F,0.306,True,1
3898,132,F,0.152,True,1
13572,86,F,0.166,True,1
14737,178,F,0.229,True,1
10314,171,F,0.216,True,1
2013,126,F,0.21,True,1
7359,62,F,0.243,True,1
19115,112,F,0.287,True,1
1918,75,F,0.227,True,1
7914,59,F,0.303,True,1
9361,28,F,0.296,True,1
16722,90,F,0.291,True,1
14075,11,F,0.315,True,1
11355,81,F,0.462,True,2
5976,176,F,0.364,True,1
19712,154,F,0.252,True,1
357,75,F,0.337,True,1
12367,37,F,0.259,True,1
13041,49,F,0.243,True,1
6388,36,F,0.344,True,1
3911,102,F,0.261,True,1
18530,41,F,0.161,True,1
1359,13,F,0.304,True,1
19739,156,F,0.269,True,1
16134,42,F,0.36,True,1
5877,47,F,0.233,True,1
1995,170,F,0.362,True,1
9580,24,F,0.26,True,1
17305,60,F,0.26,True,1
3850,156,F,0.287,True,1
16127,102,F,0.314,True,1
5294,27,F,0.348,True,1
1585,96,F,0.294,True,1
19560,21,F,0.27,True,1
15440,138,F,0.366,True,1
15392,170,F,0.271,True,1
18240,3,F,0.336,True,1
3034,174,F,0.21,True,1
1329,13,F,0.325,True,1
1406,150,F,0.222,True,1
12542,173,F,0.277,True,1
18991,94,F,0.222,True,1
15344,101,F,0.217,True,1
9296,99,F,0.169,True,1
11428,69,F,0.217,True,1
16697,69,F,0.319,True,1
3749,129,F,0.383,True,1
16254,68,F,0.312,True,1
2244,38,F,0.259,True,1
13109,8,F,0.223,True,1
17174,77,F,0.25,True,1
13014,169,F,0.301,True,1
1014,80,F,0.348,True,1
2557,3,F,0.382,True,1
17820,171,F,0.353,True,1
4043,65,F,0.384,True,1
5932,122,F,0.211,True,1
13826,168,F,0.337,True,1
9282,17,F,0.29,True,1
16433,175,F,0.373,True,1
1741,73,F,0.206,True,1
11827,54,F,0.341,True,1
3304,44,F,0.293,True,1
6689,73,F,0.244,True,1
18423,55,F,0.272,True,1
19157,123,F,0.246,True,1
10705,124,F,0.368,True,1
19906,36,F,0.315,True,1
11617,39,F,0.472,True,1
819,77,F,0.293,True,1
9307,26,F,0.296,True,1
13536,117,F,0.257,True,1
5697,125,F,0.307,True,1
4593,59,F,0.292,True,1
10745,157,F,0.261,True,1
18070,91,F,0.276,True,1
13022,88,F,0.292,True,1
4875,128,F,0.26,True,1
6960,179,F,0.28,True,1
3377,143,F,0.273,True,1
5896,14,F,0.221,True,1
10242,53,F,0.348,True,1
1253,3,F,0.304,True,1
4115,86,F,0.286,True,1
19943,92,F,0.383,True,1
11805,32,F,0.321,True,1
12093,110,F,0.339,True,1
15060,119,F,0.158,True,1
4237,103,F,0.274,True,1
9406,134,F,0.421,True,1
385,134,F,0.328,True,1
4041,149,F,0.285,True,1
17559,148,F,0.382,True,1
4329,64,F,0.304,True,1
13088,161,F,0.287,True,1
17179,150,F,0.279,True,1
8393,135,F,0.303,True,1
6107,50,F,0.281,True,1
12808,154,F,0.254,True,1
5347,91,F,0.181,True,1
19511,180,F,0.371,True,1
10035,143,F,0.329,True,1
19804,29,F,0.349,True,1
5465,49,F,0.27,True,1
750,154,F,0.35,True,1
7583,90,F,0.326,True,1
8851,111,F,0.4,True,1
15727,135,F,0.231,True,1
3967,69,F,0.259,True,1
4543,80,F,0.249,True,1
14839,33,F,0.245,True,1
11554,63,F,0.328,True,1
6633,16,F,0.27,True,1
18656,159,F,0.279,True,1
17208,156,F,0.329,True,1
11649,8,F,0.267,True,1
17396,121,F,0.314,True,1
1178,166,F,0.219,True,1
5185,131,F,0.291,True,1
17082,126,F,0.35,True,1
1576,79,F,0.273,True,1
2043,86,F,0.217,True,1
13106,54,F,0.265,True,1
18485,96,F,0.299,True,1
7808,161,F,0.232,True,1
693,107,F,0.311,True,1
11497,105,F,0.33,True,1
7333,79,F,0.23,True,1
4268,62,F,0.311,True,1
2767,107,F,0.224,True,1
2172,42,F,0.331,True,1
15960,28,F,0.191,True,1
6047,9,F,0.254,True,1
11972,125,F,0.338,True,1
5592,88,F,0.202,True,1
14895,7,F,0.21,True,1
1818,83,F,0.269,True,1
15699,171,F,0.318,True,1
5447,173,F,0.27,True,1
6319,141,F,0.178,True,1
16992,44,F,0.223,True,1
3715,131,F,0.316,True,1
6394,9,F,0.234,True,1
9526,166,F,0.312,True,1
9811,1,F,0.166,True,1
9790,135,F,0.272,True,1
4435,81,F,0.294,True,1
5464,122,F,0.245,True,1
5193,30,F,0.277,True,1
19153,74,F,0.179,True,1
3469,75,F,0.257,True,1
11991,92,F,0.216,True,1
7198,31,F,0.305,True,1
16048,119,F,0.415,True,1
15323,124,F,0.269,True,1
13123,135,F,0.352,True,1
2714,75,F,0.199,True,1
1746,146,F,0.253,True,1
18096,30,F,0.185,True,1
5856,7,F,0.259,True,1
4488,47,F,0.297,True,1
14302,52,F,0.273,True,1
13159,55,F,0.254,True,1
16917,119,F,0.284,True,1
11702,108,F,0.316,True,1
15085,87,F,0.348,True,1
6322,4,F,0.301,True,1
15578,114,F,0.285,True,1
16009,68,F,0.251,True,1
3728,116,F,0.21,True,1
185,83,F,0.275,True,1
2550,74,F,0.317,True,1
12247,47,F,0.371,True,1
13447,102,F,0.28,True,1
16708,77,F,0.293,True,1
8994,20,F,0.372,True,1
17497,64,F,0.312,True,1
4483,168,F,0.304,True,1
19446,95,F,0.259,True,1
18969,54,F,0.301,True,1
1413,26,F,0.47,True,1
4318,20,F,0.288,True,1
16395,23,F,0.31,True,1
7491,45,F,0.249,True,1
11227,96,F,0.282,True,1
1987,91,F,0.326,True,1
15228,157,F,0.258,True,1
6463,2,F,0.323,True,1
7151,118,F,0.204,True,1
18004,138,F,0.314,True,1
7887,99,F,0.308,True,1
5061,130,F,0.208,True,1
18242,148,F,0.312,True,1
15369,136,F,0.309,True,1
3952,170,F,0.361,True,1
6966,159,F,0.262,True,1
3714,138,F,0.179,True,1
5626,82,F,0.281,True,1
1332,16,F,0.218,True,1
6342,49,F,0.409,True,1
16624,107,F,0.323,True,1
11376,92,F,0.322,True,1
9038,50,F,0.279,True,1
2652,83,F,0.268,True,1
19862,130,F,0.27,True,1
2704,71,F,0.352,True,1
14725,92,F,0.198,True,1
4284,93,F,0.235,True,1
18371,137,F,0.278,True,1
975,100,F,0.259,True,1
12322,31,F,0.375,True,1
12740,85,F,0.293,True,1
8874,109,F,0.285,True,1
10797,56,F,0.301,True,1
16414,169,F,0.254,True,1
6737,40,F,0.303,True,1
12533,80,F,0.29,True,1
10545,114,F,0.327,True,1
10811,40,F,0.236,True,1
5892,145,F,0.391,True,1
9205,174,F,0.37,True,1
9173,77,F,0.294,True,1
9383,81,F,0.45,True,2
18937,118,F,0.236,True,1
14433,104,F,0.259,True,1
18916,65,F,0.477,True,1
17007,143,F,0.239,True,1
3449,10,F,0.277,True,1
19310,129,F,0.266,True,1
13912,144,F,0.253,True,1
19173,19,F,0.191,True,1
15997,70,F,0.236,True,1
12353,30,F,0.223,True,1
14985,4,F,0.182,True,1
329,141,F,0.27,True,1
14321,48,F,0.24,True,1
16113,31,F,0.281,True,1
1126,115,F,0.288,True,1
18984,120,F,0.241,True,1
2068,98,F,0.252,True,1
2650,61,F,0.224,True,1
7923,4,F,0.264,True,1
17046,124,F,0.247,True,1
2614,144,F,0.338,True,1
17118,177,F,0.26,True,1
19070,88,F,0.214,True,1
4787,156,F,0.286,True,1
10353,35,F,0.251,True,1
18217,98,F,0.309,True,1
6512,156,F,0.293,True,1
477,140,F,0.241,True,1
10442,108,F,0.277,True,1
5664,46,F,0.267,True,1
3514,27,F,0.289,True,1
9647,140,F,0.266,True,1
3802,21,F,0.271,True,1
18803,86,F,0.265,True,1
17809,96,F,0.271,True,1
8843,179,F,0.176,True,1
2174,20,F,0.28,True,1
5270,90,F,0.3,True,1
16246,96,F,0.302,True,1
1282,81,F,0.37,True,1
13388,78,F,0.191,True,1
11254,61,F,0.24,True,1
8870,38,F,0.305,True,1
2815,116,F,0.393,True,1
11213,129,F,0.263,True,1
17382,73,F,0.313,True,1
18521,54,F,0.446,True,1
16008,48,F,0.361,True,1
536,138,F,0.299,True,1
13074,147,F,0.214,True,1
3634,68,F,0.309,True,1
7206,117,F,0.271,True,1
6577,110,F,0.311,True,1
9247,83,F,0.259,True,1
972,169,F,0.212,True,1
15116,45,F,0.256,True,1
7136,55,F,0.261,True,1
18484,131,F,0.286,True,1
18393,10,F,0.243,True,1
8044,158,F,0.454,True,1
19327,136,F,0.286,True,1
14466,97,F,0.238,True,1
17899,175,F,0.311,True,1
2111,138,F,0.279,True,1
16521,46,F,0.378,True,1
6049,170,F,0.354,True,1
19961,114,F,0.332,True,1
15487,48,F,0.227,True,1
9787,142,F,0.258,True,1
8891,147,F,0.263,True,1
4658,8,F,0.262,True,1
3277,169,F,0.28,True,1
17228,51,F,0.304,True,1
11775,93,F,0.285,True,1
13060,57,F,0.3,True,1
19121,55,F,0.267,True,1
6590,7,F,0.213,True,1
5520,170,F,0.309,True,1
10279,110,F,0.343,True,1
15482,6,F,0.258,True,1
19499,82,F,0.448,True,1
2682,100,F,0.316,True,1
146,139,F,0.298,True,1
4277,1,F,0.244,True,1
14340,53,F,0.195,True,1
6330,44,F,0.274,True,1
478,6,F,0.178,True,1
17300,98,F,0.3,True,1
7108,87,F,0.272,True,1
91,92,F,0.278,True,1
6623,41,F,0.297,True,1
3162,93,F,0.227,True,1
13807,3,F,0.338,True,1
10011,56,F,0.316,True,1
13203,162,F,0.246,True,1
9661,174,F,0.252,True,1
19356,133,F,0.267,True,1
4792,151,F,0.413,True,1
804,117,F,0.17,True,1
14725,157,F,0.27,True,1
11494,77,F,0.22,True,1
14641,31,F,0.235,True,1
7894,17,F,0.287,True,1
16673,43,F,0.24,True,1
355,98,F,0.134,True,1
9743,134,F,0.23,True,1
6450,148,F,0.212,True,1
17483,51,F,0.364,True,1
409,3,F,0.204,True,1
13762,162,F,0.224,True,1
7210,144,F,0.245,True,1
18613,36,F,0.263,True,1
19347,18,F,0.334,True,1
9249,128,F,0.289,True,1
8702,57,F,0.424,True,1
6265,119,F,0.252,True,1
4387,133,F,0.3,True,1
14490,176,F,0.299,True,1
18052,36,F,0.242,True,1
4970,139,F,0.26,True,1
13353,33,F,0.255,True,1
4990,171,F,0.381,True,1
17240,120,F,0.203,True,1
19206,72,F,0.468,True,1
12984,178,F,0.238,True,1
7865,35,F,0.289,True,1
16760,100,F,0.252,True,1
9578,102,F,0.28,True,1
174,94,F,0.327,True,1
360,144,F,0.213,True,1
15116,86,F,0.251,True,1
3541,121,F,0.266,True,1
9564,76,F,0.179,True,1
11176,131,F,0.262,True,1
8893,140,F,0.341,True,1
11395,110,F,0.271,True,1
18394,130,F,0.215,True,1
16769,97,F,0.233,True,1
6620,107,F,0.221,True,1
4402,22,F,0.232,True,1
10702,55,F,0.254,True,1
17133,98,F,0.321,True,1
14162,30,F,0.179,True,1
19650,93,F,0.276,True,1
17357,74,F,0.275,True,1
12090,39,F,0.375,True,1
3617,17,F,0.275,True,1
4722,138,F,0.256,True,1
9635,108,F,0.286,True,1
14303,30,F,0.209,True,1
6805,144,F,0.285,True,1
16026,173,F,0.257,True,1
6334,15,F,0.305,True,1
13160,45,F,0.238,True,1
10349,94,F,0.264,True,1
14978,163,F,0.332,True,1
8485,31,F,0.322,True,1
17362,178,F,0.285,True,1
5628,84,F,0.295,True,1
3863,24,F,0.271,True,1
7589,125,F,0.231,True,1
19790,165,F,0.364,True,1
12744,176,F,0.283,True,1
11552,85,F,0.246,True,1
5219,154,F,0.327,True,1
105,173,F,0.291,True,1
4226,147,F,0.228,True,1
12004,30,F,0.258,True,1
8776,61,F,0.142,True,1
9837,58,F,0.285,True,1
16398,90,F,0.255,True,1
16256,67,F,0.233,True,1
3699,33,F,0.308,True,1
16753,34,F,0.338,True,1
14920,13,F,0.326,True,1
7945,82,F,0.298,True,1
14246,2,F,0.336,True,1
8019,101,F,0.277,True,1
2074,47,F,0.236,True,1
10969,90,F,0.27,True,1
16913,64,F,0.32,True,1
6665,139,F,0.253,True,1
17481,35,F,0.358,True,1
688,57,F,0.473,True,1
1211,122,F,0.245,True,1
11761,97,F,0.294,True,1
14249,178,F,0.359,True,1
15535,26,F,0.248,True,1
11307,15,F,0.306,True,1
16023,131,F,0.304,True,1
4450,120,F,0.292,True,1
3689,82,F,0.287,True,1
14938,145,F,0.317,True,1
3404,3,F,0.409,True,1
17870,117,F,0.243,True,1
312,3,F,0.173,True,1
1971,146,F,0.241,True,1
13213,165,F,0.242,True,1
19276,27,F,0.377,True,1
19016,28,F,0.287,True,1
19416,95,F,0.249,True,1
17233,41,F,0.236,True,1
4124,25,F,0.307,True,1
13158,53,F,0.312,True,1
9114,126,F,0.285,True,1
2089,99,F,0.203,True,1
13173,118,F,0.311,True,1
18158,29,F,0.211,True,1
14466,112,F,0.328,True,1
5305,106,F,0.358,True,1
5453,78,F,0.324,True,1
13994,68,F,0.299,True,1
5082,116,F,0.341,True,1
18,26,F,0.27,True,1
1343,102,F,0.222,True,1
7230,156,F,0.243,True,1
19365,37,F,0.186,True,1
699,13,F,0.279,True,1
7372,173,F,0.344,True,1
13509,16,F,0.304,True,1
159,47,F,0.362,True,1
17613,129,F,0.229,True,1
2724,64,F,0.225,True,1
3657,158,F,0.366,True,1
18659,130,F,0.313,True,1
6076,134,F,0.332,True,1
5330,158,F,0.358,True,1
8499,125,F,0.213,True,1
2011,145,F,0.303,True,1
7759,15,F,0.35,True,1
18086,143,F,0.263,True,1
4118,38,F,0.227,True,1
11504,93,F,0.308,True,1
13016,81,F,0.297,True,1
12308,38,F,0.263,True,1
18791,67,F,0.286,True,1
11349,180,F,0.329,True,1
13805,136,F,0.31,True,1
16680,115,F,0.198,True,1
12725,132,F,0.316,True,1
6459,147,F,0.309,True,1
8907,103,F,0.189,True,1
9221,93,F,0.262,True,1
19280,13,F,0.405,True,2
5076,141,F,0.204,True,1
13838,128,F,0.226,True,1
6644,124,F,0.293,True,1
1170,50,F,0.273,True,1
9539,36,F,0.247,True,1
10389,75,F,0.321,True,1
7348,21,F,0.316,True,1
1968,32,F,0.193,True,1
14314,103,F,0.274,True,1
10172,14,F,0.244,True,1
5437,160,F,0.284,True,1
19928,39,F,0.334,True,1
14143,59,F,0.322,True,1
3459,2,F,0.295,True,1
11986,61,F,0.301,True,1
3905,171,F,0.379,True,1
4134,144,F,0.231,True,1
312,114,F,0.425,True,1
11970,125,F,0.29,True,1
18634,60,F,0.355,True,1
13970,107,F,0.259,True,1
7729,157,F,0.4,True,1
1386,26,F,0.273,True,1
10552,142,F,0.338,True,1
9318,41,F,0.232,True,1
11959,45,F,0.251,True,1
1701,1,F,0.298,True,1
2951,72,F,0.215,True,1
11008,44,F,0.238,True,1
14874,23,F,0.12,True,1
9429,73,F,0.283,True,1
13932,135,F,0.239,True,1
10531,42,F,0.27,True,1
16901,42,F,0.294,True,1
3185,86,F,0.275,True,1
4417,159,F,0.245,True,1
13650,41,F,0.313,True,1
1702,8,F,0.25,True,1
7685,177,F,0.251,True,1
6875,19,F,0.317,True,1
7109,59,F,0.339,True,1
1701,52,F,0.325,True,1
19997,91,F,0.294,True,1
8503,167,F,0.256,True,1
10960,102,F,0.315,True,1
3507,76,F,0.252,True,1
14733,94,F,0.294,True,1
1314,5,F,0.218,True,1
391,174,F,0.43,True,1
17751,6,F,0.313,True,1
16653,51,F,0.284,True,1
14363,96,F,0.355,True,1
6525,2,F,0.322,True,1
10751,144,F,0.316,True,1
4911,95,F,0.274,True,1
19760,80,F,0.235,True,1
1656,115,F,0.201,True,1
4348,93,F,0.252,True,1
2898,7,F,0.309,True,1
8591,85,F,0.341,True,1
2933,113,F,0.302,True,1
7954,99,F,0.206,True,1
11587,140,F,0.178,True,1
12807,161,F,0.236,True,1
9909,93,F,0.293,True,1
1433,125,F,0.202,True,1
4535,108,F,0.288,True,1
13923,26,F,0.318,True,1
17726,81,F,0.382,True,1
2702,41,F,0.233,True,1
4069,12,F,0.328,True,1
10065,110,F,0.239,True,1
18013,146,F,0.245,True,1
5738,114,F,0.347,True,1
10276,79,F,0.272,True,1
9931,44,F,0.306,True,1
6496,34,F,0.218,True,1
2327,20,F,0.364,True,1
8344,154,F,0.341,True,1
956,127,F,0.294,True,1
2102,68,F,0.242,True,1
79,57,F,0.262,True,1
17304,144,F,0.346,True,1
9303,12,F,0.353,True,1
17533,31,F,0.288,True,1
2671,156,F,0.237,True,1
1800,22,F,0.312,True,1
4020,70,F,0.355,True,1
15959,138,F,0.334,True,1
6860,147,F,0.244,True,1
15034,65,F,0.366,True,1
10506,127,F,0.278,True,1
11679,106,F,0.267,True,1
18205,137,F,0.213,True,1
15909,4,F,0.291,True,1
1230,34,F,0.353,True,1
917,147,F,0.243,True,1
7208,117,F,0.212,True,1
11081,161,F,0.27,True,1
12236,112,F,0.32,True,1
18777,138,F,0.338,True,1
2868,51,F,0.249,True,1
5226,48,F,0.318,True,1
11265,103,F,0.277,True,1
13622,75,F,0.254,True,1
9812,65,F,0.323,True,1
3722,66,F,0.2,True,1
6228,75,F,0.232,True,1
10392,141,F,0.239,True,1
8355,157,F,0.339,True,1
4736,34,F,0.264,True,1
14771,167,F,0.14,True,1
14211,97,F,0.207,True,1
2919,108,F,0.17,True,1
17894,26,F,0.367,True,1
10024,100,F,0.302,True,1
13969,15,F,0.277,True,1
1403,56,F,0.234,True,1
13147,139,F,0.226,True,1
16144,148,F,0.275,True,1
14020,177,F,0.305,True,1
2334,40,F,0.303,True,1
18617,44,F,0.259,True,1
14872,176,F,0.26,True,1
3235,52,F,0.276,True,1
1023,148,F,0.322,True,1
83,177,F,0.273,True,1
15772,51,F,0.29,True,1
10709,126,F,0.162,True,1
10446,81,F,0.232,True,1
10877,117,F,0.32,True,1
10846,15,F,0.246,True,1
11693,112,F,0.261,True,1
16977,63,F,0.33,True,1
15186,141,F,0.317,True,1
8320,173,F,0.261,True,1
9633,159,F,0.245,True,1
3416,79,F,0.191,True,1
8679,174,F,0.257,True,1
13409,112,F,0.24,True,1
7281,3,F,0.299,True,1
9801,154,F,0.381,True,1
9197,99,F,0.332,True,1
